Tweet ID,Full Text,Mask Sentiment,Language,
1268014810358308873,COVID-19 Transforms Out-Of-Home Advertising https://t.co/qLPiXcB6K2,,,
1293601741473304578,@NYGovCuomo How many AC ABs do I have to chant in order to avoid having to wear a mask?,,,
1279053743447773186,"If wearing a face mask causes your eyewear to fog up, washing your lenses with soapy water may help reduce fogginess and improve clarity.

 - https://t.co/3OBonbkxF3",,,
1267473442606964736,A drive-by wake. A masked funeral. A memorial on Zoom. This is how families are facing death in the pandemic https://t.co/vMIvdcioPm,,,
1283379270878887937,"@bigdrewCON #DopeyDon #WackaDoo Wednesday:

Turns Press Conf into Campaign Rally
Claims more White People killed by Police than Black People 
5.4M more lost Health Insurance 
#Covid_19 138K+Dead &amp; 3.5M+Infected
Demands Hospitals send #coronavirus data to WH not the CDC

#Trump",,,
1292616706272231424,"@peter_king Truth is facemasks and social distancing won't make it ""go away""  truth is this is not the 2nd coming of the black death regardless #Facts",Anti-Mask,English,
1277543246344990720,@sanniespeach OOOHHHH i live in america and school ended a couple weeks ago now i’m chillin ☠️ but bitches don’t want to wear masks and couldn’t social distance for a few weeks so our lock down is getting serious,,,
1288740127829876736,FACT.. COVID19 VIRION ARE  .1 MICRON ... The best masks  DO NOT STOP PARTICLES OF THAT SIZE .... just sayin people... SIMPLE FACT,,,
1297758590376251393,"Almost half my contacts were grooving this weekend, idk if they even remembered that we in a pandemic 😭💔people are selfish struu🤞🏾😒 https://t.co/DWprwB7XrO",,,
1284398627939471360,"In conclusion: yes, wear a mask, wash your hands, and social distance. But what do people mean by “this could’ve been over if not for dumb Americans!”",,,
1232748305081303041,Krawk se prevenindo contra o coronavirus https://t.co/owI7XT6RXs,,,
1294272255367815178,"Kettering gets it right. After listening thru the parade of folks that stepped to the mic last night, I commend them for putting science and safety first and foremost.
https://t.co/1nVTakMnzw

( Sent from DaytonDaily )",,,
1222152817533685760,"Should you wear a face mask in public to protect you from the coronavirus?

Ontario Chief Medical Officer of Health Dr. David Williams said his office has “never recommended the wearing of masks in public.”
 https://t.co/ZNAH34I6k5",,,
1300582469796876288,"Customer: I do not have to wear a mask! I’m NEVER coming here again🗣🗣 

My boss and I: https://t.co/edowpRf6xx",Anti-Mask,English,
1289665291031650304,@realDonaldTrump na. No way. This is the #TrumpPandemic killing tens of thousands of Americans and leaving millions still ill and sick. Can you say con artist in chief????,,,
1287474421943345152,"Republican in the hospital with COVID-19 after suggesting virus is a ‘hoax’ and preaching at maskless church service - No hospital for you, dullard. Go home and pray it away.https://t.co/3M6DXJeDuL",,,
1282355663230742528,"@ArlenaRio as communist apparatchiks on tv &amp; in government relentlessly advocate children at school must wear mask &amp; distance by 6 feet thus forcing the school to shut down as they don't have space, it is never mentioned that 0% of children die from COVID19.",,,
1272035952748306433,There are also people in #Botswana. Their lives and livelihoods are affected by #Covid_19 too. #AfricanLivesMatter https://t.co/XYrAbGE5pL,,,
1279956978257838081,"@CensoredConserv @NYGovCuomo @NYCMayor Yep, agree with you re: subways.  also agree with you about the mayor. Not a fan.  All I am saying is wear a mask. Especially if you have to go on the subway. (which are now disinfected everyday.)",,,
1271550144169771012,ALL HOPE IS GONE https://t.co/jGTiLqn5K2,,,
1228392340848381952,In Pictures: Production of masks around the world following coronavirus outbreak https://t.co/uc60cXKXMR,,,
1266047249471156225,@finessemeru Welcome and you need a Corona-2 mask.,,,
1277711676381564933,La verdad es que los países primer mundista tienen unas personajes que me impacta 👀🙄 https://t.co/BvnZdZPsLN,,,
1269971059752738816,"@oyebajwey Unho n khud to mask phny h nhi 🤔🤔
Ab followers BH yh krny gy 
Na h social distance h 
Bs luddyn pai s 
Corona bhag hi",,,
1300138232487829504,"@thomaskaine5 We are seeing a mssive influx of German immigrants to Denmark now. Up 300% since covid19. mainly due to double wages, cheaper housing , lower working hours. add a more happy-content population. strong economy. everybody moving here now. 😩🙄",,,
1290708000265637890,"😷😷😷😷😷
#MaskUp #WearMasks #COVID19 #coronavirus
#MasksSaveLives
#facemask 

https://t.co/g5LxkMJG7D",Pro-Mask,English,
1298938078481051648,"Don't argue with shoppers who don't wear a mask, CDC advises retailers https://t.co/sTHyEyvEGU",,,
1291244007297753088,T-t-tapiii https://t.co/ithiMPzVuv,,,
1270297559945314304,The directive to reduce the curfew mean that people can resume full working hours. This is to open the economy and companies to resume their previous activities. Remember that the COVID-19 is still around andwearing face masks and washing hands with soap are ways to prevent it https://t.co/aftXYfxlPd,,,
1296823719512485899,For those that have to wear masks all day long... PLLLEAAASEEEE share your skin cat routines... my face is breaking out so so bad and I put a new clean mask on every day.,,,
1278663712673542145,"So, we’re going to keep protesting: outdoors, with masks &amp; social distancing!!!

Meet @HONBaltimore at the War Memorial at 3pm to push for #HousingForAll https://t.co/II7Y8smFQt",,,
1298031058076622848,Melbourne magnate sails away from face masks and lockdown https://t.co/pXDxstIFgU,,,
1246954918713290752,"@Canuck_NS @thehill I saw that when I was researching it. I believe the author jumped to conclusion. You need to look at source material like Harmac Pacific’s site. They make surgical masks, not N95. https://t.co/VmYxWiM2UI",,,
1278171594632892416,"6 months AFTER covid 19 came to America, and Team Trump did little to.nothing, Florida saw a 277 percent increase in new cases in the last 2 weeks. Mission Accomplished ! https://t.co/tOW6shEzqy",,,
1287444310682722310,"I always wear one. I have from the very beginning. Thank God, as of this past Wednesday, it is now required in my county (Rutherford TN) https://t.co/f9xX8sgstR",,,
1281197742149242882,You mean Fter the election right? Will not wear a mask https://t.co/IaYUq6qciG,,,
1269944213019516928,"Now we're talking.. 

#masks #COVID19 https://t.co/ch2ujHbUsZ",,,
1277720690234400768,@ciaranmullooly @RTEOne Everyone should be wearing a face mask ! It is the most honourable thing any one person can do ! Get yours at https://t.co/XpcPabeKBg ! #COVID19 #honour #facemasks,Pro-Mask,English,
1227012893264269312,@pilakela Are you the Coronavirus? Because you make me wanna wear a mask and spread anti chinese propaganda 💖❤,,,
1271223386971222023,"@johnbrownstein @COVIDNearYou @briankoppelman @halletecco @PatrickMeier @Claire @sacjai @aetiology @choo_ek @daniel_kraft @AbdulElSayed @aneeshchopra After 5 months into a pandemic how are mask suppose to work, if not medical, isn't the virus small enough to pass through the threading. What are the effects of breathing in your own CO2",,,
1283399734628102145,The latest The Shapewears Daily! https://t.co/mXu9jjrXdT Thanks to @shoppermania @x_enters #covid19 #shoppermania,,,
1298517595193331713,"We’ve been strongly encouraged to wear face masks as a safety measure during the coronavirus crisis but wearing those masks are now linked to another problem: “mask mouth,” a new term coined by dentists. https://t.co/732zjocMKg #NEPA #NEPABuzz",,,
1229519392284794882,Oh dear. $AAPL https://t.co/3lkQbrbF5s,,,
1276061839093387264,@mickrobson316 Again. They had a huge crowd with no social distancing or masks. Testing is no excuse. Neither company gets a bye here,,,
1292474433861550080,"tds se sensibilizando com a explosão do libano mas no brasil morre de covid o equivalente a 3 explosoes daquela todo dia, enfim a hipocresia",,,
1288099079604637696,"@Pat_Bojanglez @michelle1129591 @TreysonV @PAHealthDept It doesn’t stop the virus, &amp; our officials know this.They also know that HCQ is the cure, but won’t allow pharm. 2 fill it. Our officials require us 2 wear masks, but they don’t. We r an expmt 2 see how easy it is 2 control the pop. If you wear a mask, you’re part of the problem.",,,
1246374595004960768,"Mines and explosive remnants of war threaten the health and safety of countless people in #Syria every day.

As we tackle #COVID19, @antonioguterres asks us to remember those living under the shadow of explosive ordnance &amp; commit to supporting them. 

https://t.co/Gj2JUTm3xg",,,
1252930653458489347,"@LisaMorr1992 @trishgreenhalgh @LindsayD84 Terrified that chest PT excluded from AGP list. We would wear FFP3 for other conditions, TB etc. Why, in the middle of a pandemic, would we consider being less protected than normal?",,,
1286553594183864321,"@HandsomeSean1 @SadPuppy15 I’m waiting to see an employee sue an employer for making them wear a mask. I THINK it breaks OSHA law that requires employers to provide employees with a minimum oxygen level of 19.5%. Oxygen levels within masks drop below that pretty quickly. 
https://t.co/YP9JAWNrNN",,,
1294147034186944512,"Digital elections are a huge opportunity for youth to rebound as influencers of politics. Covid has reduced crowd clout of traditional power centres eg churches, mosques, markets, etc and dispersed power back to individuals who can innovatively mobilize. You dont even need an NGO",,,
1227799450858422272,China’s National Health Commission: Places In Hubei That Have A Coronavirus Outbreak Should Immediately Take The Same Measures As Wuhan – RTRS,,,
1295419716148879363,"@LockdownNo I don't care any more, I haven't worn yet and won't be wearing one in the future.
This whole thing has been a transparent farce from the outset in order to bring in a social score system founded on digital health certificates and mandatory vaccines.
https://t.co/oDxQk0Uol9",,,
1293857291977011202,"If the TV ""experts"" said dogshit would kill C19, mouthwash sales would skyrocket https://t.co/ci03SkSLlv",,,
1265709528001269765,How Is It Possible the Source Country of the Virus (minus Wuhan) Was on Lockdown for Only 16 Days? https://t.co/emEngrPGHR #Qanon #WeAreTheNewsNow #FactsMatter #WWG1WGA #WakeUpAmerica #UnitedNotDivided #SaveAmerica #GreatAwakening,,,
1232439782623440896,@Ewok corona time (wear a mask fr :(( ),,,
1282367113945067520,Omfg. My mom is serving a buffet meal after the funeral. The amount of people in this church who aren't wearing masks and aren't social distancing is terrifying. And they keep standing in doorways.,Pro-Mask,English,
1274668892988850177,"If you're one of those people still wondering what his limit of cruelty is, 120,000 dead in America from covid19 isn't it. He will march on, unabated, to ever more cruelty. https://t.co/7ewv1Onw4X",,,
1267616858427076610,"Once again, #JoeBidenLies to every-shade of Americans! https://t.co/mxsFbnhLeH",,,
1282745309194588171,"@GerardBattenUK Look, I don't particularly want to wear a mask out either - though I did so at work most days for for 40 years - but I don't think you can ignore the latest thinking on this or the experience in South East Asia :What a face mask looks like to the DROPLETS WHICH CARRY the virus: https://t.co/w73of0VQ6t",,,
1248931837604438016,"@JaySoze @keem_yrns @dboinniss @SimSpeaks Eh, swear down he said that. 

Lockdown got keem on the mamba and sherm lol",,,
1276835386367475713,"@ProfKarolSikora with strict standard operating procedures, face masks and social distancing this is how Malaysia beats Covid and gets the country back to work. No deaths for 11 days. https://t.co/CwwGNTcYeB",,,
1239578400760586240,Ngabisin duit aja buat hal ga berguna! Mending bagiin masker sama handsanitizer pak bu https://t.co/PZZNFm5ZJc,,,
1292823149147545602,"@asymmetricinfo It is almost certainly due to inherent immunity

The flimsy masks ubiquitous in Asia stop transmission to that degree

These 2 are mutually exclusive:
A) Covid is so transmittable seconds of non masked talking = infection
B) Poor places w/ abysmal health care have almost no death",,,
1273587912441880577,#ChineseVirus https://t.co/12b710tqVz,,,
1245116647846940673,"A major update to our undercover-mask-buy investigation @11AliveNews #COVID19 #Masks 
https://t.co/TkQ2XZTxVR https://t.co/x8l1M3QSPF",,,
1222342885431005184,"@latimes ""Epidemiologically we have China:ignored effects of mass burning of coal. Chinese put on masks, masks hindered immune system preventing public space germ resistance.Corona had its chance. #PWNED CDC/ NIOSH and OSHA get there ass on fashion model anorexia problem!STAT. M Bench",,,
1298212904395735040,"#OireachtasNews: The Department of Business, Enterprise and Innovation (@EnterInnov) launched a series of sectoral reports, ‘Focus on Sectors 2020’, which provide initial indications of the impact of #COVID19 on these sectors. 
 
See more below👇
https://t.co/SjwThOBrCm https://t.co/g9vAweakbv",,,
1281545446096285696,"@piersmorgan Zero social distancing happening very few masks,",,,
1250333387782418432,"When and how to use masks for the protection of COVID-19?
https://t.co/hytSAFwKMZ
#covid #coronavirus #corona #virus #coronav #coronavirusoutbreak #viruscorona #pandemic #mask #epidemic #health #outbreak #COVID19 #covidindia #coronaupdatesindia #virus #disease #diseases https://t.co/bUUy33YXUr",,,
1270507836544626689,"#ExigimosInsumosDeCalidad: Los hospitales, 90 camas, Materno Infantil y Vicente Guerrero, que atienden COVID19 sin insumos para atender a más pacientes. @lopezobrador @SSalud_mx  @Edomex @alfredodelmazo  @HLGatell atiendan al llamado de los mexicanos https://t.co/J3mDoUNo9S",,,
1282116001132417024,"Anti-maskers have already lost, because according to Schopenhauer “we all wear a mask”",,,
1239600265998761985,"Und weiter wird zu wenig getestet.
Und weiter 328'000 Grenzgänger.
Gesundheitswesen könnte in Hotel CH wie Wuhan Wohnen = kurzer Weg.
Und weiter keine Masken.

Weil keine Masken.
Weil zu wenige Test-Kitt.",,,
1299036447618617344,"Can’t believe @1future made a song about how he doesn’t wear a mask, wtf man",,,
1299326123810131968,The political Borg 💩 their collective pants last night and into the early morning. All they have is “It was too long. No one wore masks. There was no social distancing.” Tough nuggies. Did you see the Fireworks show? Most amazing display EVER! https://t.co/d7Tn3Rk4tk,,,
1284282136879652867,TOTALLY AGREE! https://t.co/aev8HpH2NC,,,
1247143184976805888,"Liz Peek: Pelosi's partisan coronavirus investigation – expect this reaction from crisis-weary voters https://t.co/MBF4SPOUcq #FoxNews

IS SHE SECRETLY INLOVED WITH OUR PRESIDENT BECAUSE SHE ACTS LIKE A SCORNED WOMAN FULL OF HATE AND ANGER...THE MAN SHE WANTS DOES NOT WANT HER",,,
1259833434312069120,namiss ko pagtripan mga wuhan HAHAHAHAHAHAHA,,,
1292838910683308036,"Prevention is better than cure!
@CampaignYolo @YUVSTRONG12 @WHO #WearAMask https://t.co/mw4QNpZAeI",,,
1296714542186209281,"Law &amp; Science on your side not to mask. @randyhillier PLEASE transfer to Windsor, ON. We are desperate for common sense!

#NoMaskMandates #NoVaccineMandates #endthelockdown https://t.co/AlTUA4uTsF",,,
1276800640740548608,"@RightOn17 @carbared @CJ_Dewing @SimmonsGmarlins @bunz_z Can hang in the air for up to 3 hours. He is wearing a surgical mask not an N95 mask.

https://t.co/5YmD5uvjDz",,,
1257164530821599232,I swear if the country opens up prematurely and corona starts spiking back up or becomes worse than the 1st wave I’m demanding a full military lockdown for three weeks and gradually reopening because im sick of this shit.,,,
1269726723266039811,"If anyone was gonna get it right it would be this square, perfectly spaced out place https://t.co/7NbCEhOqBS",,,
1228675884632039424,@donna_proud It's crazy. Scientist have China have said it can infect up to 60% of the world's population. They say masks only work if they're airtight,,,
1275124695881351177,"WEAR YOUR MASKS, PEOPLE. https://t.co/XV1H9lIL1l",,,
1222349302061645824,The girl without the mask in the back is a thug . No way is she dyin cause of this weak ass virus https://t.co/NM0UUItBFD,,,
1281883582907265025,At this rate the virus just won't fucking end #StayHome #WearAMask https://t.co/pLd3B6EHzu,Pro-Mask,English,
1251446209920806914,"@devisridhar @DrEricDing Says the organization which previously said: no evidence of human-human contagion, travel bans are not needed, Covid19 is not a pandemic, ppl shouldn’t be wearing masks. Following WHO advice became an act of fanaticism",,,
1242550689949196292,"This schmuck hasn’t entered a church or place of worship with intent in his entire life...he wouldn’t even know who to ask for forgiveness...

I swear he’s the anti-christ...🤫 https://t.co/iDKRb4xIgW",,,
1286668472710307840,Dr. FAUXci watching the game without a mask and not the least bit of social distancing. How much longer do we blindly follow this fraud? #Plandemic https://t.co/uPEomN9E1J,,,
1266269951263825923,"RT:tommychong: Hey folks! I know you’ve been watching this pandemic take over the world! Well the only safe thing is to do what our scientists and doctors tell us to do. Not just for ourselves but for our first responders,doctors nurses! Wear a mask! Wash your hands! Make Go…",,,
1275366721403183106,"▶️❌Con la crisis del Coronavirus, se han vuelto a recortar las conexiones por Autobús de Teruel con Zaragoza, Madrid y Valencia. 

📄👏Por ello, lanzamos una recogida de firmas dirigida a las empresas y al Ministerio de Fomento 

Ayúdanos con tu firma 

https://t.co/rOb1NcJ1ff",,,
1289299238124314624,"@Jefffillion L'une des raisons pourquoi les journalistes ne sont pas aimés est que certaines personnes n'aiment pas la réalité, ou la trouve trop complexe. Ça permet à d'autres de se bâtir un auditoire en créant une réalité alternative...(Trump est bon, la covid est sans danger, etc.)",,,
1299851839500939264,"⏰GIVEAWAY ALERT!⏰ We're offering a chance to win a set of @EpicReads (Ages 13+) or #ShelfStuff (Ages 8-12) branded masks for your classroom or library. Wearing is caring and masks save lives!

For more info, check out: https://t.co/v96mdF8HXb #WearAMask https://t.co/HuTjWbvQgS",,,
1273385028316258309,"@funder #COVID19 Is Real #WearAMask #SaveLives #VoteOutTreasonousTrump 
#VoteOutTheGOP 
#TurnFloridaBlue 
#VoteOutTheGOP 
#VoteBlueToSaveAmerica2020",,,
1241646038055821313,"Virüs BULAŞAN kişiler ne kadar erken fark edilip, kişi izole edilirse bulaş azalır Ateş be öksürükten önce tat ve koku duyusunu bozuyormuş Ani koku ve tat kaybınız var ise enfekte olma ihtimaline karşı kişisel karantina uygulamanız UYGUN olabilir. Maske takmak ve izolasyon ŞART https://t.co/zgZTXX1Msx",,,
1272347723300208642,@SHNDY1312 Wow you're in lockdown still? TX pretending it's never heard of the virus 😷 I swear we're all gonna die.,Pro-Mask,English,
1282399780157771781,"@realDonaldTrump is whining abt mask no mask from #Fauci from very early in this pandemic but the height of failure, incompetence and hypocrisy is being the ONLY person in a room w/o a mask and holding indoor rallies; making masks OPTIONAL right Trump?",,,
1277406701348683776,"@SpartanRand Feel your frustration.
I CHOOSE to wear a mask &amp; social distance OR stay home.
Is it harmful to TRY to protect self &amp; others?
Does an Executive Order take away my right to choose? 
Is an Executive Order a law?
Does our govt control our lives already?
These are confusing times.",,,
1283704890640891909,no amount of debunking mask myths is going to make dumbass motherfuckers not wear a mask ya gotta spit in their mouths like yer a yeehaw-man and their mouths a spit-toon,,,
1287722141220315136,"I find it interesting that Miami's *opponents* are adding on-field masks as a precaution, when it should be Miami players doing that since they are the ones who might be infected.

And by ""interesting"" I mean ""infuriating."" This is all so backwards, to put it mildly. https://t.co/yWCNS1CzZo",,,
1300440819258871813,Hey Sis! Staying healthy and safe during this pandemic is a priority. Visit https://t.co/sSpl6vW2kO to pre-order your Hey Sis! Mask. https://t.co/Hv0SnEBTOy,,,
1233905364636065792,"@amtvmedia N95 masks, beans 10yr shelf life, water bottles, tea bags, gold &amp; crypto?",,,
1234847165115195392,"This #coronavirus stuff is getting ridiculous!  No more handshakes?  Panic hording surgical masks?  Still more likely to die in a car crash, cancer, natural disaster.  Maybe I should be more concerned but its not even in top 100 things to worry about!",,,
1272676058832056321,"@JUSTWAT84603159 @_hublette I wear a mask anytime I am in a public place. My daughter was diagnosed with Type 1 Diabetes during the middle of this pandemic...so no, not liberal, not horny, just not selfish and will do anything I can to protect my daughter.",,,
1298426244766281728,Las imágenes son del Festival Damajuana organizado por el @IVCultura el último evento masivo al que asistimos antes de que comenzara la cuarentena por la #COVID19  en Jalisco 💔 #Raicilla #PuertoVallarta ¿Estuviste también ahí? Comparténnos tus fotos. https://t.co/LujX6tjBTN,,,
1270974045832568833,"Researchers say lockdowns can be made less restrictive if a large number of people agree to wear masks in public, even if they aren't showing symptoms. https://t.co/O3d48tEVTn",,,
1229783217848320003,"@Gianlui91580067 @Mieke35735862 @Tzipor336 @Ruthtgn69 @Celine89955159 @LehiRed @KeepSmile912 @james_anderssen @es_Anet_ @lizfebry9 @lizBeth_Hineni @GinnCatherine @justfara @zeque66 @NYCREMilton @YaelSed1 @Sabrina67408695 @sami1231sami11 @JankeHansenM @AlanZionist @AsherYehiyeh @TamaHinckley @3Myriam1 @olgabeatriztorr @MriaHajzer @EvaDuranRamos @HeatherPlonski1 @coinabs @LSoubranne @iafainti @LarissadeDeninz Dearest Gian the chainsaw  girl’s  are now busy with the corona  crisis and when the masks are over, they offer help this way 🌸🌺🌼🌼🤣😂 https://t.co/3bsZRcCChL",,,
1285115301990993920,@FoxNewsSunday Fauci only said don’t wear masks because there was a shortage of mask in our country.   Stop lying and trying to shift blame for your screwing up again,,,
1292467510122610690,@WKRN N95 mask i hear are the only ones that work well...,,,
1278049288732340224,"@elisebear12 @SenSanders When I wear a mask or get a vaccine, im protecting YOU from the virus. if you wear a mask, you’re protecting me. vaccine just educates your immune response. it’s not bulletproof  against the virus, or a cure — just a defense like a mask. youre actively HARMING ppl when w/out mask",,,
1223216564226478080,Coronavirus has just been confirmed in the city i live in and travel through every morning and night to get to work. I swear I ain’t dying because someone scranned on a bat in China #CoronaOutbreak #Newcastle #rvi #BrexitDay #coronavirus,,,
1291382590570668032,"@veritasrichmond why are you endangering our community by pretending we’re not in the midst of a pandemic?! This morning your CC team ran past my house in a tight group of about 10, no masks. Keep your dangerous decisions on your own property. https://t.co/f70hpK0k31",,,
1278997826899492865,This striking science experiment shows the effectiveness of masks and social distancing - Fast Company https://t.co/vTme55O2YY,,,
1272505129929969664,"Hurry up @BorisJohnson after watching today’s news and how the shops are opening, easyJet has resumed flights with no social distancing. I’m shocked that one of the cleanest sanitized industries are still unable to work. #letmework #weareready https://t.co/ipuiJVuAkq",,,
1262549668761870336,@PNH_oficial @PNHBancada @EbalDiazHN @JuanOrlandoH https://t.co/PN4zbM9kwb,,,
1286114088305623043,"そんなことは端からわかっていたこと。
あおったのはリテラシーのないメディアとインサイダーもどきの経済人だけです。
ふり返ってみてください医療の専門家はそんな期待をだれも口にしていません。 https://t.co/xIgGwQRuvD",,,
1249388937224663040,"বাংলায় বাধ্যতামূলক হচ্ছে মাস্ক, না মানলে ব্যবস্থা নেবে পুলিশ।
#BengalFightsCorona #Masks

লিঙ্কঃhttps://t.co/288sW3Pnvv https://t.co/GETBZXXPdK",,,
1295472078997598209,😷 CORONAVÍRUS // Boletim atualizado sobre a Covid-19 em Imigrante. https://t.co/KwnrYgBPyq,,,
1296805209902120960,"My average day last week 

@soulcycle outside with @staceygNYC 

Do some doctor stuff 

Hang with my kids

Go out to dinner (sit outdoors) with my husband

Wanna know why? 

NYS reported almost 100,000 tests yesterday. 

0.72% + test rate

We are moving forward. #NYStrong #MaskUp https://t.co/GjT37iHIBT",,,
1284184845371838464,Couldn't get my mom a birthday card when I was in town earlier because every store makes you wear a mask now,,,
1269320206633111561,"@JustinTrudeau I know you added me on instagram but still. This is quite puppetlike. Stay-at-home one day and marching to BLM the next day. you are finding yourself inline with the corrupt politicians of the US. 
Don't think we don't see you. Even with the mask. https://t.co/x6eUNXiC8x",,,
1295169466926596096,THEY CAN GET A BIG ENOUGH PLACE TO HOLD IT IN! AND JOE CAN WEAR A HAZMAT SUIT GOGGLES 3 MASK GLOVES AND A FACE SHIELD! BETTER YET JUST PUT HIS ASS IN A PLASTIC BUBBLE ON STAGE WITH A CAMERA AND MICROPHONE ETC. AND DEBATE TRUMP! INSTEAD OF BEING A PUSS! https://t.co/3VozA6pJbO,,,
1299183291380113408,"@DivHumas_Polri @1trenggalek Cegah Penyebaran Covid-19, Polri Distribusikan 3.000 Masker di Kalteng

 #Disiplin3MBersamaPolri https://t.co/NkGg8nEONL",,,
1278702965726085127,"@DiamondandSilk I wear a mask so others don't freak out.  However, you do not need to wear a mask outside if you social distance.  Get outside - it's healthier!",,,
1277344938502610948,@GovAbbott   Please pay attention Unmasking The Science You Aren’t Hearing On TV | COVID-19 Facts from the... https://t.co/G2Lb96BWWv via @YouTube,,,
1279386058166329345,"#LetsScrewOverTim.
Like he did to his staff. https://t.co/K3ihgb34pn",,,
1291382423243165697,@putey_pute Canna see any Covid?,,,
1277050328018563072,"@AliMerrikh @MayorAdler Then why the lockdown orders from Adler???😳🙄🤪keep being a sheep, and maybe read a peer-reviewed study on mask usage",,,
1229861765749579784,"🇯🇵#Japan’s support for 🇨🇳#China in containing the new #coronavirus outbreak wins praise in China, showing further signs of improving relations.

Japanese cities have supplied masks, goggles and protective clothing to sister prefectures in China.

https://t.co/DArs0iGhDf

#Wuhan",,,
1276000394544635909,"Do you know how there are people that think the world is flat?, and you watch these people talk about it and defend it and the whole time you think they’re fucking crazy.... that is what it’s like talking to people that don’t take coronavirus seriously. #FlatRona #WearAMask",,,
1292039164486090752,@moonlight_1938 @cumhuriyetgzt @bu_bir_ Plajlarda kucak kucağa bulaşmayan corona camide 1.5 metre ve maske ile bulaşabiliyor demek ki... Cumhuriyetin yalanları Ahaberin yalanlarını döver.,,,
1280289596019027968,@MaximRoyreal @Val_Plante @MTL_Ville C’est une décision qui arrive 4 mois trop tard mais je salue l’initiative. La plupart des gens agissent déjà comme si la COVID était un lointain souvenir... Décourageant ! 🙄,,,
1293674252164640770,this guy here doesn't social distance nor wear a mask - not only is he incredibly handsome...😁 he is not a sheep nor an idiot.  Be like David 👏👏👏 #notasheep #wakeupCanada #timetoshine #masklessavenger #balonavirus #hoax #newnormalblows #TrudeauCrimeMinister https://t.co/5XuXH2WKVw,Anti-Mask,English,
1283819651449917448,"@dlmoore921 @DonTrumpJRSux @ZachCollins80 @PIAASports My point is let me make the choice.  If a bar wants to open to full capacity they should be able to, like any business.  I can choose to either go to that place or not.  I can choose to wear a mask or not.  I'm willing to accept the risk of not wearing a mask, i'm not at risk.",,,
1249623717954621440,[Άποψη] Για μία Ευρώπη αξιών... Γράφει ο Αθανάσιος Παπανδρόπουλος | https://t.co/4VMOEBXBZU https://t.co/7VBXYIx2c3 #naftemporiki #COVID19 #κορωνοϊός #ΕυρωπαϊκήΈνωση,,,
1223084845875810304,"@donfettz Normal People: Corona Virus 
Jamaicans: Corolla Virus",,,
1282545146324635648,China Is Winning the Trillion-Dollar 5G War: A world embroiled with Covid-19 still… https://t.co/Lfzi5MpoKw #fb,,,
1279455827481387009,देश वाले हिजड़े बन गए हैं मोदी की मार्केटिंग bakchodi में आते हैं https://t.co/g2MEqHZ8JB,,,
1298619262815416320,Same folks that won’t wear a mask telling black people to comply with the police yea ight,,,
1292301217629175808,"@RealMattCouch I was thinking about this same thing just today. Apparently, #masks are not helping to slow the spread of #COVID.  Maybe it's time for everyone to admit it.",,,
1268415904209162240,#rahulspeaksforindia https://t.co/lxN8iq6iZz https://t.co/wSI4LZaodq,,,
1289537653822459904,"Another dead....

But not because of the Corona virus.

Man comes home with the wrong mask .....😂😂😂😂 https://t.co/WTwX1vOOFB",,,
1290531348499791872,@GMB @SwainITV Amazing but these people must be stopped and removed back to wear they came from! We are all suffering with lockdowns and covid and these people come and are let in! Disgusting,,,
1290161809568063489,"australia placed cities under lockdown after confirming 600+ new cases of covid in one day. 
iowa has been on an upward tick since june and reported 555 new cases yesterday alone. despite this kim fucking reynolds refuses to do the bare minimum and implement a mask mandate. https://t.co/ww3VBQA049",,,
1248994831365537793,@narendramodi What’s the mask all about. Hope you know covid doesn’t spread through internet. Wish you had gone to school. Please step down. Let some educated person run the country. You have done enough damage already. You keep clapping and lighting candles.,,,
1286951174760009728,@mrdanwalker Let's all drive around at 3mph JUST IN CASE we hit someone. Not too much to ask is it??? FFS stop submitting to this dictatorship! I will NEVER wear a mask JUST IN CASE!,,,
1271247189948411906,Great masks https://t.co/1VDq2YpndO,,,
1221824538675175424,Dust Respirator Mask Gas Air Spray Paint Painting Airsoft N95 Chemical Filter https://t.co/RNrp4vzqWq,Neutral,English,
1234433119442231298,Di Indonesia Stok masker udah menipis tapi Corona nya baru Assalamualaikum 😭,,,
1251550940911591424,"""AI SOFRENDO COM MINHA CASA PLANEJADA, SEM GOTEIRA OU INFILTRAÇÃO E MEUS DOIS SOFAS TÃO DESARRUMADOS AINNN MALDITO CORONA"" https://t.co/fGh09prc5t",,,
1264160446271160320,"@Baller2184 @jackgo2 @natturnerx65 @thenation ‘Safe’, FREE from the virus where no one has to wear masks or gloves again (til the next pandemic I guess?). 🤔",,,
1296620353469308938,"Just when you thought Americans couldn't get any stupider.
""Maine Governor Orders Restaurant Staff To Wear COVID-Visors Like Dog-Cones"" https://t.co/jcw8PCqBBG",,,
1279839139035316228,@martingeddes https://t.co/sGjzuMc64r https://t.co/HxxK8HhngK,,,
1270829645378793472,"Ela, Lale maske tak.

#SınıfçılarTakipleşiyor https://t.co/8XQStgihD3",,,
1274200833022808064,"@tedcruz @GregAbbott_TX The 3 states all experiencing a surge in numbers are CA, TX, and AZ. What do they all have in common besides governors who think mandatory masks will solve all their Covid problems? I’ll give you a hint....it’s not closed and people are passing through it like a swing door.",,,
